Ensembl.ID	Mouse.Brain.RP.R1	Mouse.Brain.RP.R2	Mouse.Brain.RP.R3	Mouse.Liver.RP.R1	Mouse.Liver.RP.R2	Mouse.Liver.RP.R3	Mouse.Testis.RP.R1	Mouse.Testis.RP.R2	Mouse.Testis.RP.R3	Opossum.Brain.RP.R1	Opossum.Brain.RP.R2	Opossum.Brain.RP.R3	Opossum.Liver.RP.R1	Opossum.Liver.RP.R2	Opossum.Liver.RP.R3	Opossum.Testis.RP.R1	Opossum.Testis.RP.R2	Opossum.Testis.RP.R3	Mouse.Brain.TR.R1	Mouse.Brain.TR.R2	Mouse.Brain.TR.R3	Mouse.Liver.TR.R1	Mouse.Liver.TR.R2	Mouse.Liver.TR.R3	Mouse.Testis.TR.R1	Mouse.Testis.TR.R2	Mouse.Testis.TR.R3	Opossum.Brain.TR.R1	Opossum.Brain.TR.R2	Opossum.Brain.TR.R3	Opossum.Liver.TR.R1	Opossum.Liver.TR.R2	Opossum.Liver.TR.R3	Opossum.Testis.TR.R1	Opossum.Testis.TR.R2	Opossum.Testis.TR.R3
ENSMUSG00000020323	0.4589	0.7666	0.2923	0	0	0	0	0	0	0	0	0	0	0	0	4.1795	3.0424	5.8358	0.307	0.5885	0.3388	0	0	0	0	0	0	0	0	0	0	0	0	90.2965	75.8458	77.5548
ENSMUSG00000021281	0	0.2601	0.2204	37.8603	54.6147	27.5962	22.7492	35.3397	41.4485	5.2372	5.7056	8.0711	19.9368	20.4162	17.1247	2.378	2.3481	1.8617	0	0	0	32.7475	52.4916	35.056	57.3707	111.3077	106.4659	6.3827	3.2527	5.3705	12.7473	14.8871	18.143	1.2542	1.2115	1.1004
ENSMUSG00000045569	0	0	0	0	0	0	0	0	0	0	0	0	0.0752	0	0	0.3831	0.2124	0.1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366	0.1172	0.1968
ENSMUSG00000078451	5.5605	3.9379	3.2289	0.3378	1.2883	0.4233	31.7684	49.7414	44.3571	14.3775	12.8271	13.2795	0.6	0.3831	0.8368	28.6627	33.7463	26.767	7.6296	5.5851	6.8289	0	0	0.6412	41.3604	64.6488	55.8579	11.1782	11.4967	12.2611	0.6052	1.1305	1.8188	127.623	116.2276	111.7543
ENSMUSG00000071252	7.9817	8.5816	10.4339	0.9916	1.0867	0.8074	7.3347	10.3002	14.2109	4.9463	4.519	4.1037	1.1296	0.7693	1.0154	8.6014	7.6715	7.8298	12.6967	9.6304	11.0849	1.6007	1.8968	2.4458	24.9621	35.646	28.9861	7.6744	9.7758	8.2399	1.3675	1.766	1.8267	16.5581	17.5797	20.013
ENSMUSG00000062154	0	0	0	0	0	0	206.513	332.4741	309.3391	0	0	0	0	0	0	120.6259	152.5658	106.4022	0	0	0	0	0	0	538.0096	965.6364	995.522	0	0	0	0	0	0	372.1103	317.5218	284.9683
ENSMUSG00000034040	26.0243	33.0832	40.5164	0	0	0	1.0948	2.5093	3.8479	51.6405	34.0204	47.1428	0	0	0	1.2314	1.0179	1.8711	22.9668	28.0526	28.0435	0	0	0	8.3598	14.1483	16.1083	77.0535	66.4118	82.8071	0	0	0	4.74	6.4589	5.5042
ENSMUSG00000043467	3.2212	2.9853	2.5477	1.9833	1.8406	2.0925	4.2578	4.6826	4.8273	1.3847	1.7424	1.4711	1.3905	2.6689	2.273	4.6912	3.0834	4.3499	10.0478	10.0245	9.5903	6.2972	6.3145	6.3878	11.4599	10.9249	10.3456	5.8184	7.1821	5.3883	3.6842	6.776	4.5654	6.2414	4.8496	5.0351
ENSMUSG00000042348	35.409	53.8758	47.4089	10.6719	15.9311	13.4499	16.1881	10.7276	10.0457	50.5971	41.853	60.8773	23.5715	26.8105	25.6968	39.4036	49.1639	47.0774	29.7665	35.3312	35.3198	14.6388	17.8154	12.3203	7.4096	3.863	5.1853	34.7163	38.4278	46.3087	21.58	17.4181	18.096	49.616	46.1464	44.5219
ENSMUSG00000034533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6066	1.2792	2.5679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6479	4.1414	5.7283
ENSMUSG00000033862	12.4767	11.1059	13.4097	13.2886	19.5547	10.8848	11.2325	12.3475	10.986	6.9356	8.3087	8.148	5.2304	4.17	7.1771	9.3228	8.7069	13.5187	18.5998	24.9631	21.0821	8.313	15.5526	13.1614	15.8629	22.4489	21.0819	9.5075	11.8927	13.4474	6.4344	5.9827	5.4662	8.0687	9.7028	10.8905
ENSMUSG00000038023	16.2629	14.3661	13.4142	13.748	9.8203	10.7692	11.6512	10.2231	8.9158	21.693	18.2901	17.1359	21.688	17.864	13.4799	18.2734	18.7505	16.8177	28.226	28.5036	29.0824	29.8951	28.1454	26.6407	16.324	12.3517	13.9211	26.1803	27.6031	25.4253	28.7647	24.2788	15.9582	20.7184	19.4089	18.8393
ENSMUSG00000025793	50.1193	47.114	51.9505	55.8374	54.9646	46.471	26.1187	25.7925	26.7103	46.1408	45.4039	53.0383	43.2736	44.7892	39.515	30.1687	27.1042	32.348	32.9619	33.5774	38.7033	54.4748	45.46	42.1284	78.5092	114.3554	98.3847	48.2822	48.3989	51.1444	31.5304	34.8292	31.4818	57.0775	69.7306	66.9006
ENSMUSG00000044469	5.5516	6.5429	7.0781	60.0458	87.9943	19.6005	0	0	0	0	0	0	0	0	0	21.0147	20.2756	32.2658	3.7427	4.1586	4.9905	38.8024	42.4128	25.1403	0	0	0	0	0	0	0	0	0	52.9172	62.1152	54.7233
ENSMUSG00000053137	15.2961	23.9738	12.8063	0	0.4526	0.1487	0.7692	0.5993	0.6036	9.731	6.7396	8.9252	0.8989	0.6122	0.743	0	0	0	16.5983	32.5434	20.2339	0	1.2276	1.3518	1.68	1.8248	2.6578	17.2538	22.9376	23.2235	3.493	5.5209	2.8264	0	0	0
ENSMUSG00000030515	37.8336	39.4023	34.6838	13.7623	16.6739	16.4059	22.665	24.6036	26.7251	36.0957	29.9207	31.0186	6.1462	8.8495	5.4706	17.521	17.813	14.5927	29.5582	31.4795	30.1054	14.2695	17.4349	15.9334	18.051	14.8173	17.613	42.6342	36.4203	37.8407	7.44	11.1278	8.8495	19.034	20.1623	16.9443
ENSMUSG00000055067	30.2966	24.1406	21.9427	9.1547	9.1352	7.9664	12.3814	8.8193	8.617	3.111	4.7998	5.089	12.2863	8.1488	11.0846	1.7511	1.5537	1.8773	32.3737	26.6577	26.7418	6.9953	9.4026	8.5687	9.0996	8.307	8.1715	1.0871	3.0392	2.6629	8.8792	7.9859	5.1889	2.181	3.1154	1.3196
ENSMUSG00000062157	0	0	0	0	0	0	0	0	0	1.4256	0.7076	2.383	19.3145	12.2402	9.1888	0	0	0	0	0	0	0	0	0	0	0	0	4.9983	2.5934	4.4244	61.2775	26.2849	23.531	0	0	0
ENSMUSG00000040666	5.665	1.8292	1.4207	0	0.4569	0	1.2968	0.4462	1.373	4.9476	8.2602	6.9469	2.0784	1.4987	1.2506	8.7164	8.7469	6.1563	4.1708	1.5603	2.0206	0	0.4955	0.9093	1.7196	1.4942	0.7468	8.4901	5.7408	6.0491	2.9597	2.8668	0.5931	7.0716	5.1447	3.9987
ENSMUSG00000038770	0	0	0	0	0	0	1.9637	2.3647	4.3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.177	12.3188	19.6012	0	0	0	0	0	0	0	0	0
ENSMUSG00000035365	0.6774	1.2675	1.5853	0	0	0	11.1352	14.6454	16.1133	1.9711	1.5439	2.1019	1.1577	1.478	1.5249	12.5582	13.2422	12.464	1.45	0.8424	0.889	0	0	0	34.4017	41.3439	42.4952	0.5955	0.9018	0.4862	1.0379	1.6157	0.4678	13.739	14.7278	13.9721
ENSMUSG00000035305	0.4297	0.3589	0.3892	1.5132	1.6747	1.6511	0	0	0	0	0	0	3.5266	2.067	3.7634	0	0	0	0.6611	0.7013	0.9303	2.3225	2.2713	2.0839	0	0	0	0	0	0	3.4992	3.1956	3.085	0	0	0
ENSMUSG00000035576	2.7281	2.1532	2.3503	0	0	0	0.7004	1.058	0.9239	9.1569	9.8427	11.2076	0.9827	0.7972	1.0486	0.2686	0.1241	0.5838	4.972	4.2407	3.9885	0	0	0	0.6062	1.0853	1.4358	39.4643	33.7793	42.3607	1.3998	2.5662	2.1734	0.9981	0.5755	0.5176
ENSMUSG00000053025	132.4152	229.9867	200.7096	0	0	0	0.3768	0.6051	0.3258	384.5051	286.236	275.6011	0.5011	0.4267	1.3206	0	0	0	180.7267	293.104	247.6092	0	0	0	3.1092	2.195	2.3871	232.3336	223.0809	193.1693	1.2358	0.4197	1.2156	0	0	0
ENSMUSG00000052920	7.7817	7.2352	9.2965	0	0	0	0	0	0	13.8846	17.6934	12.7492	5.4207	5.2833	5.5497	7.6196	9.3901	8.0396	12.4798	12.1187	12.413	0	0	0	0	0	0	30.9984	33.9296	27.4413	9.2974	7.9964	8.4029	87.272	71.2081	71.031
ENSMUSG00000030551	14.2608	7.7918	17.5976	21.7217	26.0907	17.8232	16.2296	7.5784	7.2595	29.7551	42.5674	18.5362	60.2013	52.6765	52.818	31.8513	22.4123	29.209	8.4323	4.7765	9.0725	28.6011	21.0815	28.9836	4.3556	2.0991	1.5805	24.9265	28.3032	10.5963	40.5679	35.8522	42.3781	9.7307	6.0657	7.8765
ENSMUSG00000040856	78.2283	2.1226	17.5769	0	0	0	0	0	0	26.3681	78.008	62.5744	0	0	0	0	0	0	12.8055	1.1061	4.0017	0	0	0	0	0	0	9.9139	39.4916	28.9861	0	0	0	0	0	0
ENSMUSG00000046618	2.8047	2.0824	1.6151	0	0	0	3.6189	1.7469	1.3581	18.5895	24.9099	17.0864	0	0	0	19.2417	14.6057	12.3359	1.4111	1.811	0.9201	0	0	0	1.3938	1.4779	1.5477	6.506	15.5215	6.8859	0	0	0	5.3872	4.7405	3.2441
ENSMUSG00000033623	11.2144	16.2963	13.8075	8.6046	13.7029	12.1439	7.8302	9.576	6.856	3.5067	3.156	2.9898	0.4496	1.0713	0.9752	1.7401	1.6084	3.124	20.1542	26.5898	23.6698	21.0996	25.6782	24.0766	11.8002	10.4717	9.6729	9.2611	6.7701	6.3881	2.0152	1.0038	5.693	13.0909	17.4122	10.6903
ENSMUSG00000025487	150.1959	155.2014	135.2068	224.499	263.7482	210.1664	114.2504	107.7284	95.3147	114.159	87.3301	127.9698	251.0446	193.549	195.0043	79.8197	69.5061	96.7177	77.159	88.941	86.5111	140.0738	133.3829	114.8848	116.924	147.3922	130.9617	83.4825	82.7076	110.5042	82.9939	96.4909	81.0584	34.3069	36.5233	36.0273
ENSMUSG00000052534	74.7263	86.3558	103.8136	5.3019	4.548	4.0802	20.0878	13.1146	10.4554	137.8649	154.8216	141.2015	21.3125	11.8417	17.0745	26.7496	34.5019	34.7841	27.5549	29.7534	40.2813	6.4354	5.8739	6.1798	2.9681	1.1378	1.5272	101.2264	97.8521	90.4595	14.1391	11.2157	14.4944	10.7431	9.3144	9.0907
ENSMUSG00000049107	2.314	4.4581	4.4919	0	0	0	0	0	0	1.8192	0.7436	1.4991	0.6981	0.8023	0.4868	2.6441	1.9715	2.0281	2.0102	3.2515	2.307	0	0	0	0	0	0	2.5126	0.7231	1.1263	0.8215	0	0.4232	1.0378	1.3872	1.1987
ENSMUSG00000022914	10.0639	9.5363	8.6447	5.0771	4.1851	6.2531	14.4228	15.9117	17.4142	6.7461	7.6735	6.9338	4.6226	4.6484	4.3272	15.1049	14.8285	18.5039	37.7293	35.9476	31.1522	24.8728	23.4238	25.6468	32.4155	34.1966	35.088	26.0699	28.1956	28.0719	11.9499	16.3985	13.0756	25.6403	23.8695	26.6695
ENSMUSG00000059602	15.2635	11.9603	10.804	0	0	0	0.0697	0.3354	0.4128	22.5479	22.0444	23.233	0	0	0	0.2796	0.6644	0.4339	7.0139	5.3894	5.4373	0	0	0	0.9696	0.5616	0.401	20.8683	20.5743	16.0237	0	0	0	0.1696	0.5866	0.4104
ENSMUSG00000026894	2.3423	1.9805	2.923	0	0	0	393.187	572.9196	362.6992	2.5513	3.1383	5.3192	0	0	0	254.4181	255.1429	294.6983	1.5349	0.9809	1.6937	0	0	0	396.5299	663.9526	636.9085	1.6087	2.6235	4.0864	0	0	0	119.9985	113.728	112.723
ENSMUSG00000025912	2.6958	2.2808	2.0802	0	0	0	32.7186	46.4449	50.6	0.4065	0.5449	0.3286	0	0	0	40.1841	49.5071	41.9269	4.4499	2.7577	3.5304	0	0	0	51.7095	49.7061	50.2863	1.2635	0.5494	0.6954	0	0	0	48.4883	55.5207	48.1604
ENSMUSG00000046096	14.3538	14.7609	17.7407	2.9019	3.6876	3.3322	2.3377	3.3078	2.9888	21.8073	12.4694	19.6138	2.7029	2.4704	1.5876	8.7662	11.3836	9.8404	30.5939	39.3004	35.7239	11.0949	11.002	15.1416	20.1624	23.255	24.7035	30.3613	25.1489	31.981	8.993	7.3864	4.8304	10.1515	15.6536	13.2148
ENSMUSG00000047213	42.4191	56.4151	58.3114	99.7372	95.9434	119.2499	29.8	24.7758	27.2795	37.8577	42.9731	41.8338	60.9404	65.5609	66.9726	44.5879	36.8542	37.6622	42.5705	39.4103	40.8317	78.2518	74.8255	78.7061	19.1588	16.0508	14.8695	30.4118	32.6946	30.9258	57.0105	51.8398	57.6091	22.4603	24.8423	22.0257
ENSMUSG00000043822	1.7156	1.6184	1.1236	0	0	0	0.852	0.684	0.3609	0.1784	0.6199	0.8118	0	0	0	1.1114	0.3196	0.7783	2.1601	3.0747	1.9865	0	0	0	0.5649	0.7636	0.6075	2.6287	4.4877	6.2077	0	0	0	1.8091	1.5117	1.7449
ENSMUSG00000029088	93.7565	108.7687	118.3564	0	0	0	0.2025	0.1219	0.2625	35.6883	57.4795	37.6655	0	0	0	1.175	1.9359	2.0539	43.8379	44.6176	45.5421	0	0	0	1.1745	1.769	0.9327	26.1678	28.9451	25.5057	0	0	0	2.5487	1.4383	1.1155
ENSMUSG00000000884	3.0998	2.4388	2.4343	0	2.0188	0	6.4854	4.7004	5.6079	5.2628	4.4162	6.6737	10.7405	12.1343	6.681	0	0	0	3.0098	2.658	4.2809	0	0.7301	2.6792	22.9935	33.1786	34.4786	4.3373	6.6802	7.4979	7.3666	8.9353	4.6004	0	0	0
ENSMUSG00000048550	15.8897	12.9983	19.9103	4.4048	3.7616	2.6929	24.5061	30.4755	37.7468	19.6412	17.6249	19.8187	9.6411	9.6234	10.8116	116.2418	125.3476	107.0697	28.4504	16.1044	26.4153	5.2694	4.7004	3.4435	62.5659	61.9355	62.0753	18.5186	17.841	16.6062	7.7973	9.8156	8.7369	116.861	121.479	116.1017
ENSMUSG00000031447	486.7666	349.3651	409.2893	1580.8431	1234.3752	1582.5501	441.3603	461.0862	430.36	502.9204	515.2747	500.625	2199.5294	1910.9642	2345.8044	697.5521	747.7881	663.8336	208.6111	161.998	176.7146	912.5349	788.0488	698.4666	382.2418	441.4294	407.9644	153.0198	165.5413	166.4108	864.5799	933.5249	977.4121	109.0142	93.683	148.2883
ENSMUSG00000037251	14.8774	13.4526	14.3865	6.9284	5.3832	8.5382	5.5824	3.9862	4.2207	9.5684	7.9421	10.4551	6.032	5.6931	5.6706	5.209	3.2097	3.338	26.2457	32.1519	30.0655	9.9819	16.8981	17.4332	6.9005	4.2236	5.1696	12.7717	14.217	14.1051	13.4925	16.1434	10.2835	5.8484	6.1109	6.1335
ENSMUSG00000032609	5.6185	4.0005	4.5367	0	0	0.0721	5.8356	2.2315	2.6853	4.1354	5.212	5.4465	0.1984	0.2702	0.1229	2.1046	1.9919	2.3051	17.0042	17.9112	19.9427	2.3471	5.5939	4.5864	9.7984	4.536	5.8932	15.5675	22.282	20.1274	1.0672	2.3257	1.283	16.3353	16.0764	16.177
ENSMUSG00000022948	2.5595	2.1743	2.7633	4.8524	4.0537	2.2889	3.5479	3.0096	3.1258	0.2858	0.6384	0.484	4.6447	4.0813	4.3192	2.022	1.9982	1.2989	6.5295	8.2533	6.522	9.6707	8.3623	7.4452	7.6293	11.8789	9.7406	2.0302	1.5174	1.9339	10.6803	14.6386	10.2959	4.4277	4.1566	3.6918
ENSMUSG00000021466	7.6673	3.4638	4.3281	3.5451	2.9762	2.4047	4.5856	2.2554	1.935	2.1056	1.8118	1.6779	0	0	0	1.9831	1.793	2.0482	24.2491	13.8137	13.8588	18.3844	15.2894	14.3418	4.9871	1.8921	1.9088	6.6875	7.2207	6.2208	0	0	0	4.3271	3.9901	4.4693
ENSMUSG00000045287	14.7175	18.1256	22.1439	7.0327	9.4066	9.1805	9.3559	4.3211	4.6011	13.2172	9.3675	12.3024	0.3628	0.2646	0.1926	0	0	0	8.827	20.0346	19.4452	9.3397	13.0774	14.1293	2.4181	2.4267	1.927	27.9102	21.9701	25.0809	0.6273	0.6075	0.3351	0	0	0
ENSMUSG00000079258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055761	14.2827	7.9232	15.2063	0	0	0	0	0	0	20.0536	19.4589	13.3029	3.2409	0.4516	2.1919	0	0	0	8.6524	4.8593	7.3378	0	0	0	0	0	0	4.9907	10.5801	6.9723	4.1611	2.7142	2.263	0	0	0
ENSMUSG00000079834	5.7724	3.2877	3.4874	38.6629	45.2436	35.7983	0	0	0	0	0	0	0	0	0	0	0	0	5.7011	3.6856	3.8128	31.9476	25.8986	26.3696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022801	16.6256	10.2801	9.9412	7.444	6.2563	7.1637	22.8125	22.9184	26.8192	5.8015	8.327	7.5921	10.6162	10.2146	14.7033	11.4092	9.5169	11.4719	40.2302	33.8444	35.2489	12.1894	12.9453	12.6158	21.1368	21.7552	25.9121	13.9845	13.525	13.1264	11.0477	11.2562	13.0447	11.9074	9.8059	10.7822
ENSMUSG00000028417	0.15	0	0	0	0	0	3.6931	1.627	1.9361	0	0	0	0	0	0	0	0	0	0	0.5596	0	0	0	0	4.1807	6.2967	7.1586	0	0	0	0	0	0	0	0	0
ENSMUSG00000040282	8.8701	9.2973	7.8118	7.8515	5.5233	7.3185	6.6453	6.3443	5.5908	2.3988	2.2891	1.9659	6.0333	5.4034	6.8404	1.3293	1.3106	0.642	5.7393	4.8664	4.8499	6.5121	4.1559	6.3847	2.4081	2.5754	1.8618	2.3799	2.1689	2.2225	4.5579	4.43	4.9446	1.0661	0.9764	0.5313
ENSMUSG00000017195	0	0	0	0	0	0	51.7632	72.821	75.7961	0	0.061	0.1325	0	0	0	14.154	18.1322	15.8581	0	0	0	0	0	0	360.464	519.3941	532.8789	1.5292	1.1084	0.3237	0	0	0	278.192	351.3873	300.6508
ENSMUSG00000061298	15.8533	14.0582	11.9674	0	0	0	25.1716	32.1704	47.2667	13.5861	13.8242	17.0801	0	0	0	4.7781	3.5526	4.4064	13.6973	11.8289	11.2143	0	0	0	45.2601	63.8226	64.2971	10.3209	14.8226	17.8748	0	0	0	4.9409	4.8563	5.0731
ENSMUSG00000030670	0	0	0	14.7017	16.7146	26.048	1.776	1.7352	3.4522	2.9739	3.1194	4.3535	12.3998	13.1339	13.4035	2.8778	2.6706	3.6967	0	0	0	18.2909	23.7258	31.8809	4.5621	5.766	9.726	3.1001	4.6132	5.1678	21.6627	18.8529	19.8646	3.2156	3.6085	3.7714
ENSMUSG00000034902	60.6191	71.5159	62.5911	9.3709	10.0337	5.2704	5.0714	4.357	2.9452	62.6886	61.3446	56.7027	2.797	1.8919	2.3551	11.4395	9.4407	14.8391	83.8001	151.6654	120.6886	22.9034	25.5231	23.5691	5.9802	5.1548	4.6658	66.7257	66.8573	64.2913	4.728	3.4187	6.4783	15.9461	14.8741	16.7489
ENSMUSG00000043923	2.8762	0.9441	1.3141	10.4482	6.488	5.4538	5.4228	5.0181	3.8501	1.8618	3.412	3.9095	2.656	2.6397	2.0693	5.5748	4.0546	5.5214	3.3752	3.6708	3.7742	16.1407	13.0136	14.1179	4.7688	4.1438	4.9968	9.6924	11.29	13.3149	4.1515	7.4543	4.6427	5.9761	5.2135	5.8697
ENSMUSG00000051378	0	0	0	0	0	0	9.2538	12.8572	11.556	0	0	0	0	0	0	5.7417	4.2314	6.5775	0	0	0	0	0	0	11.5878	16.4392	12.5544	0	0	0	0	0	0	7.2356	8.0718	8.6087
ENSMUSG00000074665	0	0	0	0	0	0	0	0	0	0	0.0436	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009569	46.3582	61.2668	63.9606	9.7034	13.0211	10.7951	12.6594	10.6866	11.0954	167.4864	178.6971	177.5577	9.078	9.3426	11.6263	39.1772	36.762	35.3527	23.8758	23.6326	22.7112	13.4946	10.4327	10.2363	3.1715	3.0459	3.2828	153.7488	136.5888	147.4089	11.0589	11.6965	17.5379	19.5576	17.4424	18.155
ENSMUSG00000046338	0.5339	0.1968	0.2293	0	0	0	35.3797	31.6964	37.0199	0	0	0	1.0954	0.7193	5.3842	10.5498	11.5168	11.005	0.7882	0.1374	0.7248	0	0	0	40.7583	42.2624	47.4615	0	0	0	0.6315	0.2622	3.5422	4.6913	4.7996	5.5192
ENSMUSG00000055078	21.9686	24.3444	33.3536	0	0	0	0.471	0.6981	0.6713	72.2333	63.2461	68.6062	0	0	0	1.3115	0.6757	0.9345	17.1577	26.3886	35.7173	0	0	0	1.7937	3.0197	3.5887	48.5504	41.7802	42.1218	0	0	0	1.5063	0.2632	1.0495
ENSMUSG00000032086	34.4399	33.1866	36.6	11.3413	9.9086	10.5246	2.7013	1.6578	1.3861	39.0894	36.6322	36.8592	12.1814	9.8113	9.4545	6.0724	4.9841	4.952	36.249	43.0108	42.4048	19.9861	22.4772	24.8074	1.8082	0.838	0.8975	56.2655	63.4134	67.5803	29.1132	28.7997	23.7114	7.0158	6.6451	7.5703
ENSMUSG00000015846	9.5368	8.4034	7.8518	97.3789	112.2439	109.0806	11.8934	6.6104	5.16	12.0591	8.4862	14.6135	190.1371	209.779	192.4998	18.3408	14.9843	18.6505	12.9453	12.3485	12.5145	205.4805	239.7035	246.5937	11.0816	6.4794	5.8598	12.5336	8.3922	14.0209	145.7224	148.8481	141.1237	6.6815	6.1675	6.5565
ENSMUSG00000046167	1.8429	1.2712	1.3295	0	0	0	0	0	0	2.4328	5.4846	6.1964	0	0	0	0	0	0	1.2725	0.8317	0.9654	0	0	0	0	0	0	2.1148	4.0811	4.2528	0	0	0	0	0	0
ENSMUSG00000019787	0	0	0	0	0	0	0.5845	1.4076	0.7796	2.4636	4.6339	5.4143	0	0	0	45.5081	59.4394	58.3283	0	0	0	0	0	0	0.9042	0.3142	0.4039	1.4775	2.9571	3.7531	0	0	0	107.1365	104.0795	96.0671
ENSMUSG00000021719	81.5536	95.9058	81.7257	0.5109	0.1948	0.3199	0	0	0	89.1462	66.4551	78.3882	0.7277	0.4646	0.6767	9.6836	10.7061	9.9182	107.3224	128.4276	125.8522	1.2152	0.8451	0.6784	0	0	0	193.8628	161.4642	198.1684	3.0593	3.9619	3.6776	4.2297	3.9704	5.654
ENSMUSG00000045294	38.5139	27.1429	31.0789	402.4692	328.3258	452.5715	23.2238	15.7343	14.9738	22.6074	27.6249	21.8692	1293.5177	766.6842	1399.1375	102.2963	115.4951	97.2792	49.1265	48.8528	60.2761	692.1834	387.3342	626.5134	34.2352	35.8397	35.665	16.3039	20.1741	19.8897	873.3103	489.1763	701.9332	146.5206	163.339	161.8923
ENSMUSG00000048865	0.4406	0.8731	0.4817	1.7147	1.074	1.2889	2.2994	1.4065	1.3526	0	0	0	2.128	2.1305	1.8405	0	0	0	1.2603	1.7288	1.4655	2.9139	2.7863	2.6959	4.6867	3.6308	3.4261	0	0	0	3.034	3.101	4.2668	0	0	0
ENSMUSG00000018809	3.8113	4.1922	3.8528	2.2735	1.9156	1.5477	3.105	2.9854	3.0927	6.2923	5.34	5.8062	3.2377	3.0011	2.1186	2.7332	2.4846	2.3172	10.8264	9.9875	10.6195	5.6547	4.2244	3.8135	6.8543	8.0183	7.3363	9.4402	10.2224	12.0849	3.4676	4.4688	3.4414	3.1883	3.6492	3.0093
ENSMUSG00000034621	11.3822	12.056	10.3992	8.3836	10.2257	5.7007	10.6592	11.6821	11.157	11.7297	12.8228	14.9119	9.7685	10.4913	12.7003	18.3861	16.658	21.1021	21.8568	20.9182	20.118	14.7815	17.808	12.4535	10.9232	9.4302	9.4312	51.737	40.4311	40.225	14.615	17.5172	21.2838	13.7913	13.9933	16.145
ENSMUSG00000009073	10.5706	11.0524	11.0855	8.6977	6.817	5.9735	21.2974	29.1527	29.4735	19.7074	21.7565	22.3502	21.7395	22.449	19.7408	9.848	11.3083	15.0597	32.972	36.8307	35.8457	25.5838	25.2461	25.2999	56.535	66.3698	56.4663	70.3476	57.742	62.3127	63.7246	66.8884	81.0967	24.0586	24.0375	21.0748
ENSMUSG00000039159	76.5903	65.9025	62.1261	88.0993	89.8387	109.1112	68.674	70.234	87.7586	126.5893	148.6438	146.2049	306.1713	239.5672	245.8568	104.7016	125.1221	126.2464	13.313	16.5741	12.3299	31.8888	29.9212	22.4244	18.3266	20.8025	19.8512	81.6102	84.4587	90.3617	272.7836	202.0935	234.5454	41.7412	51.9238	54.2819
ENSMUSG00000019794	8.9521	7.4082	6.1832	20.3822	19.6297	18.0812	19.7954	22.2109	21.5805	9.4981	12.9863	9.8373	16.4878	16.8427	20.5471	48.953	59.0235	64.1837	12.928	12.0997	11.1393	23.4832	29.7376	23.1843	35.0531	41.9475	40.1746	9.658	10.5656	9.6597	22.4958	30.4812	37.2619	129.6674	143.241	134.8708
ENSMUSG00000038663	0	0	0	0	0.07	0	0.5922	0.488	0.4851	0.6622	0.609	0.5876	0	0	0	0.4834	0.352	0.6685	0	0	0	0	0.0381	0.0697	2.17	2.0112	2.3694	2.7976	1.9741	1.8449	1.3276	1.6535	1.5961	1.3995	1.3988	1.9947
ENSMUSG00000028438	0.163	0.0687	0.0971	0	0	0	7.4233	9.6365	10.5803	1.4788	1.2275	1.6668	1.1787	1.1702	1.6673	15.3989	23.0949	23.8137	0.3213	0.192	0.3208	0	0	0	14.3277	17.0407	16.5168	1.9016	1.3783	2.0351	1.8309	2.3912	2.9525	76.9026	74.7027	87.1514
ENSMUSG00000078607	2.3149	1.7401	0.7372	3.7321	2.6679	0.4384	0	0	0	0	0	0	0	0	0	0	0	0	4.2581	3.7783	4.2717	4.3601	3.8591	3.3195	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037525	2.8868	2.8647	3.8836	3.9629	7.4664	4.7338	4.3255	6.6972	6.3355	4.6071	3.6107	5.7857	15.0833	17.399	11.7415	3.884	2.0742	5.2988	4.0531	5.1183	4.3882	5.3247	5.3366	5.3336	7.2231	7.8455	8.4616	4.1625	5.5006	6.4715	11.0556	6.8128	6.9878	3.4815	2.6678	2.6054
ENSMUSG00000045106	0.0125	0	0	0	0	0	10.5635	16.5108	19.1097	0	0	0	0	0	0	5.5756	8.4806	4.871	0	0	0.0245	0	0	0	17.5101	21.6475	22.8712	0	0	0	0	0	0	9.2155	9.0024	8.3756
ENSMUSG00000032741	6.7653	5.155	4.3338	12.6313	10.2884	8.5377	5.0772	2.5729	3.4872	6.4124	6.6734	7.7799	14.7703	8.597	17.0101	2.1138	1.8055	3.1998	6.6844	7.1022	7.0025	34.0035	34.3185	30.5705	3.8253	3.0979	2.5299	10.0367	12.2953	14.0404	20.9832	12.9452	21.4298	1.8725	2.1058	2.734
ENSMUSG00000074818	0.546	0.5521	0.3174	0	0	0	0.0811	0.1954	0	0.5586	1.2327	2.2249	0	0	0	0	0	0	1.4213	1.5963	0.9585	0	0	0	0	0.2181	0.2803	10.4563	9.2672	12.073	0	0	0	0	0	0
