Ensembl.ID	Mouse.Brain.RP.R1	Mouse.Brain.RP.R2	Mouse.Brain.RP.R3	Mouse.Liver.RP.R1	Mouse.Liver.RP.R2	Mouse.Liver.RP.R3	Mouse.Testis.RP.R1	Mouse.Testis.RP.R2	Mouse.Testis.RP.R3	Opossum.Brain.RP.R1	Opossum.Brain.RP.R2	Opossum.Brain.RP.R3	Opossum.Liver.RP.R1	Opossum.Liver.RP.R2	Opossum.Liver.RP.R3	Opossum.Testis.RP.R1	Opossum.Testis.RP.R2	Opossum.Testis.RP.R3	Mouse.Brain.TR.R1	Mouse.Brain.TR.R2	Mouse.Brain.TR.R3	Mouse.Liver.TR.R1	Mouse.Liver.TR.R2	Mouse.Liver.TR.R3	Mouse.Testis.TR.R1	Mouse.Testis.TR.R2	Mouse.Testis.TR.R3	Opossum.Brain.TR.R1	Opossum.Brain.TR.R2	Opossum.Brain.TR.R3	Opossum.Liver.TR.R1	Opossum.Liver.TR.R2	Opossum.Liver.TR.R3	Opossum.Testis.TR.R1	Opossum.Testis.TR.R2	Opossum.Testis.TR.R3
ENSMUSG00000028005	182.403	257.2592	217.6135	14.5161	13.5927	10.7411	2.5916	1.9806	1.4776	141.39	142.5444	129.8281	14.0836	11.3701	12.9563	8.898	8.9459	7.8564	133.5176	134.3609	141.8315	10.9631	7.1978	7.8523	1.7734	0.67	1.6073	71.8224	70.5886	71.387	10.3368	8.3069	8.6007	5.4851	4.3783	3.6159
ENSMUSG00000029439	10.9567	9.7118	8.1602	8.8435	6.8142	6.7983	13.6583	14.1232	13.7693	15.3011	19.427	18.5951	17.9312	15.5937	18.6684	24.8729	23.7339	33.558	14.8661	18.9232	15.7329	11.6123	10.8663	10.8688	9.1684	9.5433	10.8901	75.4	71.2268	75.3788	38.2859	55.4265	65.2984	48.4539	44.9765	50.101
ENSMUSG00000034602	39.3999	33.8745	33.6205	32.1182	26.2348	30.2014	19.436	15.7393	17.4605	25.3899	25.5988	22.2286	19.7384	23.1348	21.5515	14.6616	15.1307	13.3785	52.1676	48.2504	47.5859	53.0645	54.3828	47.6379	28.9976	28.06	26.5863	22.0679	24.6082	24.4186	26.1302	25.4698	24.8283	23.2358	23.9958	22.3026
ENSMUSG00000017670	42.0075	51.6412	46.1527	8.0494	7.6403	6.509	9.1237	7.5926	9.0937	57.7835	52.873	47.7507	12.337	7.5614	8.8461	16.046	15.6485	16.8698	44.2355	61.5271	53.3854	8.6889	10.131	11.2983	6.9944	6.4804	6.3993	45.588	50.1298	48.1565	12.0084	7.1234	9.1865	26.0807	28.1744	23.9566
ENSMUSG00000018481	91.3967	83.9834	84.3468	32.6553	31.8955	36.3169	121.387	77.2763	92.7378	104.7777	101.3072	99.549	27.4779	31.9976	33.6367	33.4852	43.0071	29.5472	65.7261	56.5172	59.1161	32.408	30.8828	38.7476	94.1447	84.1028	74.952	106.0461	109.5369	107.6707	66.0511	65.4134	59.1969	99.4574	118.0306	106.4906
ENSMUSG00000000632	104.6435	76.1842	104.8767	0	0	0	0.5479	0.8445	0.9258	65.1311	63.7542	78.7999	0	0	0	0	0	0	45.4625	40.3186	53.8662	0	0	0	0.6782	0.8838	0.6816	58.6343	65.0826	69.1135	0	0	0	0	0	0
ENSMUSG00000021575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015214	21.7588	21.9367	23.1177	21.5587	19.6102	25.0858	13.0567	12.0705	12.588	14.0568	13.6384	14.9007	13.3979	12.9359	11.8739	21.7255	22.5256	17.6739	30.2889	32.4853	32.4912	30.0831	34.2924	33.8149	15.371	11.2288	13.7557	18.4277	19.4221	22.3884	13.3623	16.3472	12.8397	17.5684	16.422	17.6207
ENSMUSG00000024158	118.001	131.5505	115.0136	549.1618	705.7785	471.4112	166.1492	231.9306	174.3419	74.7007	78.9605	87.0852	357.6243	443.4194	551.3208	394.0162	405.8856	440.2624	95.9519	119.2802	123.1673	452.7868	522.3517	480.7675	330.6935	563.0344	568.7404	42.1387	36.7562	39.6502	255.3463	263.1622	337.5045	440.6859	489.6349	409.0752
ENSMUSG00000029110	58.562	76.0224	67.5927	180.5873	165.0326	118.4505	90.8812	97.1949	83.4798	199.6405	258.3409	211.8255	217.3668	209.9563	230.7575	136.3435	154.451	148.8663	57.875	59.4288	63.0403	86.3651	106.2243	86.3052	201.9055	295.788	311.9963	124.4805	76.3787	84.7332	153.875	115.963	170.3119	190.0077	136.7595	135.9457
ENSMUSG00000040250	9.6806	9.6663	8.4921	15.6575	8.8743	17.8741	34.3118	43.2556	49.6704	9.188	9.9934	7.0052	23.074	23.0622	26.3052	35.8026	36.7562	40.3089	19.0587	20.7797	15.4416	21.5686	21.0759	20.6997	80.1736	100.8033	99.3071	9.8413	8.8497	9.285	21.9255	22.1321	22.815	53.27	58.4725	58.0109
ENSMUSG00000027656	0.0973	0	0	0	0.0996	0.0656	4.013	4.4573	3.3209	0.4473	0.3632	0.2191	0	0	0	0.6641	0.1023	0.6615	0.0868	0.6656	0.0638	0.1777	0.9734	0.4962	4.9427	6.1804	5.0709	0.1685	0.4121	0.7488	0	0	0	3.5248	3.76	4.1943
ENSMUSG00000034112	0.1787	0.0597	0	0	0	0	0.8567	0.7429	0.6985	0.6675	0.3106	0.2698	0	0	0	11.3171	11.2002	13.3866	0.1195	0.1667	0.3517	0	0	0	1.5905	1.7045	0.9473	0.6914	0	0.2195	0	0	0	12.7964	11.6467	14.5129
ENSMUSG00000000120	5.8061	1.1486	3.2223	8.2524	6.4565	3.5875	2.0914	1.5391	0.6674	1.9475	3.7842	4.53	112.0127	86.4873	55.5356	9.299	6.8091	12.1132	4.8547	1.6032	3.3835	9.5231	9.6794	9.1146	4.7187	4.8421	3.8476	1.3778	3.611	2.8748	85.0212	64.4584	55.8268	6.7578	5.2749	7.3919
ENSMUSG00000038119	1.6793	1.6155	1.5242	0	0	0	16.9209	3.0244	8.0157	0.8222	1.2306	1.2239	1.9824	1.2802	1.5655	4.8682	5.7003	4.1884	4.703	5.6678	5.492	0	0	0	12.0206	2.3422	5.0169	2.2127	2.6347	2.7434	5.635	3.9471	4.8538	11.2446	10.1713	10.0616
ENSMUSG00000037343	11.4536	10.1226	9.7732	7.0567	6.8934	8.7991	29.8607	33.7785	36.4389	21.1444	18.5954	16.5268	9.8804	8.2653	6.7795	26.0211	25.0028	23.7519	23.3307	21.0982	21.1091	16.8104	14.8663	15.8507	43.0687	44.8475	44.42	28.4057	29.7999	31.6823	23.9205	18.517	19.9697	53.8037	54.1534	53.8112
ENSMUSG00000061436	9.1646	6.4524	7.2301	5.0205	5.7087	4.1241	6.8162	3.3979	2.6627	8.2348	9.0138	9.4981	5.5727	6.095	4.1202	5.9469	5.6634	7.9113	10.5063	8.4712	7.7023	30.2345	20.6745	19.8465	3.2359	3.0212	2.3429	48.7979	49.4709	46.1117	40.9734	35.2582	34.8808	8.6015	8.52	10.1896
ENSMUSG00000012535	31.9102	31.6854	31.1139	39.309	31.4297	37.8986	30.974	31.2734	32.9353	17.5912	17.1253	18.0271	20.2209	21.3828	17.4815	40.7973	37.6303	40.9218	49.7787	49.5566	50.5864	48.8622	52.681	54.5599	44.7141	45.0244	41.9293	22.8915	26.6997	26.2045	29.0424	27.7843	20.4759	62.8011	68.1716	68.8159
ENSMUSG00000036120	13.4726	11.774	8.7418	18.7436	24.6569	26.294	11.3664	9.2314	8.7604	20.2565	22.3477	23.8163	17.5541	16.0877	12.4069	14.6614	12.1348	16.2088	9.6396	9.9396	8.4026	13.7689	26.3465	25.0066	15.7738	17.463	20.4421	24.6369	27.2925	34.6352	32.6503	29.7383	24.5724	49.2389	41.0242	52.1683
ENSMUSG00000002342	17.3514	11.0834	13.2587	13.9737	16.2953	13.4896	11.6386	7.0438	5.8393	7.2764	7.8881	7.7547	36.9203	31.5207	19.7364	2.9138	2.509	2.5167	17.3243	16.9917	18.3314	11.6399	16.3756	17.7282	8.4952	8.6655	6.4276	8.2831	14.1155	10.52	35.6488	27.193	23.0093	4.0975	2.9572	3.3269
ENSMUSG00000024535	17.4066	19.9209	18.1854	32.405	39.0131	38.7504	0	0	0	9.2024	7.9377	8.3442	19.08	18.7896	28.0834	30.0885	18.7075	18.0078	14.6667	12.8265	10.8845	22.3952	25.331	26.3306	0	0	0	9.0678	10.6166	8.859	34.1557	33.3374	36.7327	176.9295	99.1928	58.2799
ENSMUSG00000024534	2.222	1.3834	1.5662	0	0	0	3.4964	7.1357	8.324	2.0531	2.2306	2.3027	0	0	0	2.4913	0.5031	1.0236	2.1012	1.6314	2.2484	0	0	0	4.7959	5.8479	7.0355	4.0367	5.1671	4.1897	0	0	0	8.867	2.8576	3.2539
ENSMUSG00000027905	9.253	8.9273	10.7128	9.2541	9.6109	14.1916	99.6915	140.2355	149.7327	24.173	21.1133	19.3088	9.5303	9.1578	10.4933	83.9151	67.4772	72.6616	11.3593	10.0978	9.7398	9.5979	10.3938	9.6273	267.4556	223.0369	228.9476	30.2263	29.8407	30.7236	9.0528	10.5156	10.3343	99.0532	95.489	101.8252
ENSMUSG00000025103	15.7971	18.2743	17.206	8.2471	7.2438	9.7915	18.0302	24.735	28.7954	85.4513	69.8326	85.9968	47.6991	41.8407	32.1727	89.1143	91.6956	77.0226	45.174	47.5219	47.4478	27.5704	26.0288	25.109	214.0841	324.0044	350.9309	99.6366	95.2375	112.9068	64.7901	62.5252	56.892	157.2661	194.6306	168.2596
ENSMUSG00000013523	74.752	39.6997	70.0898	0	0	0	0	0	0	66.756	65.1683	75.0513	0	0	0	0	0	0	68.127	50.7408	66.1064	0.3763	0	0	0	0	0	72.1489	78.3061	82.7891	0	0	0	0	0	0
ENSMUSG00000004842	0	0.0748	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166	0.1023	0.0601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7036	1.9309	2.3459
ENSMUSG00000035673	0.8434	0.893	0.6244	2.1282	6.7735	4.2926	6.9964	6.5423	5.9132	2.6163	3.5593	3.5572	6.3832	5.511	6.6997	7.4616	6.1829	8.5019	3.9924	4.6954	3.6522	8.5932	16.1712	13.8	6.8409	6.1398	5.7212	7.2933	9.4178	9.4072	8.721	10.1023	10.9039	6.4941	5.5516	7.3323
ENSMUSG00000026098	2.7337	2.975	3.3677	6.0297	5.9931	7.9315	1.9038	2.679	2.8458	3.2359	4.2619	3.5532	4.008	4.8365	4.2398	4.4269	5.8487	5.1292	15.6292	12.0424	12.497	10.4413	11.6383	10.433	3.5906	4.112	4.681	4.8797	4.74	4.4999	5.29	5.9581	6.2378	7.0285	7.598	8.882
ENSMUSG00000020232	9.7681	9.6189	10.4494	32.9063	27.3341	20.4041	25.2247	24.3905	19.2221	6.308	6.0194	7.3398	30.7894	29.6763	28.9024	19.9047	15.175	23.6533	8.1846	10.9806	9.4112	31.973	30.3404	31.7694	14.8553	14.6929	13.5843	9.2034	9.5054	9.8188	16.9547	22.6911	25.7123	32.6633	31.7063	38.7671
ENSMUSG00000059588	5.9722	4.7323	5.1467	32.0956	33.4059	32.4867	5.4799	3.5745	4.7808	4.9005	8.2017	7.1001	26.9984	26.4475	33.3985	10.8381	11.4755	10.2297	6.2221	4.2721	4.508	33.0136	32.8351	26.8391	3.0026	0.9209	1.6436	2.5595	5.2176	3.3592	21.9507	13.6676	17.185	7.924	8.6828	5.5028
ENSMUSG00000041429	3.6662	2.2865	2.4908	11.3838	17.1931	10.2024	5.904	6.5599	4.2308	13.2326	16.5758	14.9687	13.5771	16.6121	11.6276	11.6024	11.8792	12.1827	3.3425	3.1409	4.6507	10.1187	12.7673	12.711	4.5418	3.3325	4.884	10.5244	10.0646	11.4689	7.0157	14.0043	7.3797	7.9204	6.9581	6.2224
ENSMUSG00000033285	14.251	12.7547	13.2117	20.097	15.8512	19.6442	8.4156	9.7121	13.5144	15.1144	14.6738	12.9573	16.6347	17.5008	15.2152	28.5488	29.2955	27.2857	18.5083	18.9026	15.8342	20.519	19.1333	22.6997	8.6798	11.3133	6.8658	14.5726	13.771	14.6567	12.5415	15.576	12.2626	21.6551	18.6796	17.8764
ENSMUSG00000004591	11.2647	11.6016	9.1807	27.0279	21.8541	30.0507	28.9258	28.2009	33.3527	6.4814	6.7951	6.0796	15.0911	18.0992	13.701	34.0376	37.5747	35.2414	25.9389	22.0665	21.3717	51.0264	52.7371	48.2853	76.751	76.4295	86.2727	16.4212	18.6332	16.8492	42.844	46.2742	43.1656	51.2736	58.0508	60.1555
ENSMUSG00000041779	0.5555	0.8485	0.2696	11.5094	26.544	23.5415	4.8694	3.8881	3.6679	4.981	6.3249	5.2356	71.7628	62.9989	50.9561	21.6046	17.9102	15.9677	0.2123	0.2961	0.3905	12.4351	18.8801	14.4917	4.0533	4.1268	3.7491	8.4836	10.2211	7.3172	84.7588	77.1277	55.2378	18.347	18.2921	21.2724
ENSMUSG00000020902	9.0931	4.135	4.2685	17.1219	16.7341	7.4228	10.6364	6.5276	5.3819	7.2746	14.3849	10.1991	17.0897	8.2028	6.893	6.2702	7.2964	6.5191	9.0739	5.9985	6.702	12.8819	13.4248	9.8787	4.8258	5.087	5.7131	3.5654	8.7213	6.9982	8.3082	2.0692	4.661	4.5012	4.611	7.2431
ENSMUSG00000026669	0	0	0	0	0	0	4.4102	5.1946	5.4279	0	0	0	7.2635	2.1278	2.2847	5.331	5.7569	4.0786	0	0	0	0	0	0	5.0549	6.0151	6.785	0	0	0	7.9016	2.1022	3.3031	4.2154	4.1288	3.6336
ENSMUSG00000031949	8.6158	4.7848	6.3311	7.802	7.8882	5.4815	7.2458	7.1177	6.5056	2.5039	2.8035	2.0185	6.2657	8.3111	6.3051	3.5242	2.1628	3.7068	9.361	6.3127	8.8174	7.9727	7.4134	7.0019	8.1113	17.8976	17.7542	3.3264	4.908	3.1686	5.5344	6.5004	5.557	6.4045	3.0717	3.9474
ENSMUSG00000022844	2.9194	2.1511	2.7875	141.8152	120.6149	204.1789	74.5841	69.7767	71.0417	11.6604	9.9607	8.7246	185.8124	173.8729	216.0388	42.4307	49.4352	38.7698	3.8001	2.561	3.1372	109.5548	86.2371	130.9229	20.2333	14.7786	16.2422	20.9018	19.1424	17.2649	284.1982	262.8496	274.5297	66.2503	68.3183	62.8247
ENSMUSG00000040761	7.5039	7.4338	6.9912	5.5323	4.0655	3.8939	7.7005	8.6989	7.3408	10.1128	12.1413	9.3409	11.8855	10.9853	9.4907	8.5303	8.2725	9.4604	15.9219	16.5873	13.9216	15.1157	13.9173	14.7858	13.1971	12.4164	9.7909	51.4024	47.1583	44.2573	47.221	44.9199	48.3819	16.2085	13.8688	20.027
ENSMUSG00000022836	4.1428	2.0997	2.3077	37.8706	28.5682	18.0564	26.736	19.0587	19.8984	5.884	5.4874	6.1532	40.034	25.7241	37.3204	43.5407	28.5374	53.2499	5.0366	4.0505	3.8949	55.1599	54.8395	43.9258	15.8464	12.5534	14.4629	9.2195	8.78	9.9026	51.9875	36.8376	54.2149	35.926	27.9009	40.7003
ENSMUSG00000026627	17.1405	12.4495	13.4753	6.0826	7.0856	9.4547	78.0141	63.9006	69.7221	9.2731	11.9408	9.4718	10.6386	7.4176	7.6424	20.4679	22.9188	26.9753	9.4091	11.2949	9.6724	4.2111	4.659	6.1271	26.7875	29.2555	28.3194	10.1066	14.1491	11.504	8.4794	10.6537	9.6477	9.8289	12.3351	12.6302
ENSMUSG00000033419	152.4334	158.1537	171.8298	0	0	0	0	0	0	215.1282	165.8756	219.6859	0	0	0	5.1348	6.6962	4.7627	99.2625	100.6687	103.5186	0	0	0	0	0	0	181.0672	177.4138	198.4148	0	0	0	7.8635	7.2059	8.8874
ENSMUSG00000032872	10.1239	11.4501	10.1274	4.5828	3.7325	5.4801	4.7448	7.1485	8.4187	21.3165	22.2714	18.0096	13.3418	13.5365	12.0708	25.0364	20.4583	18.0198	15.5113	15.8862	14.3734	15.0088	12.2345	20.3162	17.128	26.508	25.2901	56.1526	52.4693	46.0693	16.7282	17.1198	18.6476	20.6843	17.3968	17.7221
ENSMUSG00000025816	53.6904	54.6676	53.7897	3.5272	2.8728	2.1693	35.0684	38.9225	40.1029	71.2902	67.4704	55.2093	14.369	13.522	13.8658	44.6956	47.6926	39.0222	44.7515	39.7348	45.167	4.577	6.6314	6.3278	31.562	33.7838	34.9983	32.5072	46.6228	34.1405	18.797	17.3909	13.3672	41.4199	41.508	50.7332
ENSMUSG00000026311	14.0444	10.892	12.2224	1.7207	1.4909	0.9309	17.4222	26.2081	20.4489	16.2599	13.3997	14.8386	21.1252	19.8303	10.0883	4.5393	4.5091	6.1085	24.4025	20.4969	23.6816	2.9241	5.9038	4.4522	74.6411	130.9695	116.8089	136.5769	150.3517	192.0222	56.1449	63.8605	38.9279	25.8587	25.0156	27.8468
ENSMUSG00000026655	11.4565	12.1657	14.3749	118.4121	155.3	103.4392	59.2067	62.7002	54.5773	11.1304	13.3829	14.4754	220.2681	226.5976	251.5324	12.0331	14.1219	13.9355	10.6043	6.8155	9.264	71.936	72.6798	65.7372	211.0441	279.7742	316.6357	6.8915	9.0772	5.8913	126.2837	109.874	163.3755	10.5044	9.5458	7.1183
ENSMUSG00000029174	3.2346	4.2532	4.1269	2.906	4.4218	2.7942	38.0289	42.4684	45.9913	3.4172	3.8921	3.6579	3.37	2.6173	2.9691	33.4146	31.2793	29.1757	8.6893	13.2086	10.8762	6.411	8.7774	7.5939	102.9488	132.6516	127.4111	6.0951	7.2381	7.9794	6.6801	6.3379	9.2255	57.1999	55.7589	52.3274
ENSMUSG00000003154	8.2755	8.6276	7.9151	2.7477	2.885	2.1878	3.053	2.1098	1.9414	13.1892	12.2052	16.6785	7.9209	6.6935	7.829	3.822	2.9125	3.7112	2.6277	2.9365	2.7006	1.5035	1.589	2.0765	0.4025	0.5597	0.4994	17.9828	18.6149	18.3785	6.805	7.0156	8.4825	0.8201	0.7963	1.2535
ENSMUSG00000026626	18.4804	26.0211	24.518	83.0797	57.8271	76.1099	11.8343	8.0603	10.0563	27.4375	27.4687	22.5163	348.4495	275.8928	185.0453	26.2171	28.8089	26.8909	43.114	48.2181	45.1647	240.0469	207.1821	213.8148	23.3615	27.2106	27.2377	35.1586	36.7722	31.6645	588.2365	468.6134	323.1919	87.8553	89.7823	88.8316
ENSMUSG00000033191	2.8232	1.9539	1.3945	10.9614	9.6724	6.8949	0.6613	0.5791	0.7574	1.609	2.6154	2.8231	10.3658	9.2627	6.4776	2.5391	2.2259	3.015	3.5842	3.493	3.0338	16.5349	19.7147	12.9991	1.209	0.3233	1.177	3.735	8.6525	7.7141	12.6949	12.0119	8.2138	8.1508	6.238	5.5816
ENSMUSG00000070806	0	0	0	0	0	0	15.8871	24.1667	29.6076	5.7011	4.112	6.2531	2.3037	1.4628	1.9109	22.4651	20.6029	24.6003	0	0	0	0	0	0	30.129	54.1005	57.6294	3.3747	2.3217	3.4155	3.0148	1.8771	1.7618	106.9336	133.2749	116.4876
ENSMUSG00000036123	0	0	0	0	0	0	0	0	0	1.2522	2.5367	2.3848	0	0	0	1.5919	2.3648	2.2395	0	0	0	0	0	0	0	0	0	3.6803	5.4605	6.1684	0	0	0	3.9683	3.4975	4.2359
ENSMUSG00000033952	0	0.1241	0	0	0	0	4.0053	5.2776	5.9837	0	0	0	0	0	0	3.7917	4.3642	3.4421	0.2485	0.3465	0.5485	0	0	0	9.4066	9.543	11.2976	0	0	0	0	0	0	8.8825	9.146	9.6978
ENSMUSG00000006390	15.7648	8.8565	12.4295	56.9525	84.8766	62.562	21.4949	12.2879	9.538	20.6107	22.4118	31.8398	68.892	62.9309	52.5614	12.6444	8.5358	11.0198	5.3897	4.9556	3.7352	32.633	28.7151	32.9553	3.3092	1.4142	1.1308	15.9323	22.9388	27.7091	65.3073	46.2698	50.6273	13.6971	11.7809	12.5835
ENSMUSG00000002111	3.2637	3.4414	2.3055	9.7515	12.239	6.2292	8.1279	2.945	2.1324	3.0771	2.8083	3.3158	22.3807	15.2152	14.9392	4.122	4.0004	5.8676	1.0415	2.1225	2.3575	5.9063	6.3895	6.412	1.8362	0.4835	0.3313	3.1533	3.689	3.5695	12.5864	12.4084	18.0941	1.9253	2.3212	2.065
ENSMUSG00000016386	13.6609	14.9238	14.59	0	0	0	0.2518	0.3032	0.5598	11.7744	12.1083	16.0876	0	0	0	10.1912	7.1161	9.3347	14.3091	12.8188	13.1994	0	0	0	0.3895	3.3843	1.4498	13.7471	15.4949	17.8876	0	0	0	7.9577	8.1105	10.098
ENSMUSG00000022601	45.834	46.0466	47.4162	17.4801	13.3617	19.6834	11.5091	13.646	15.9664	17.1454	16.9116	13.4581	9.9607	7.7341	7.8508	13.1425	14.7702	17.3767	49.2782	40.0428	43.2948	22.8426	19.9939	22.1515	22.0258	20.2943	20.7124	21.6007	19.9569	17.1764	10.2733	9.651	9.2806	19.9817	18.8525	22.9379
ENSMUSG00000063052	16.3894	17.8812	20.4461	16.086	13.4984	18.2625	26.8332	21.8038	26.5856	18.9661	19.118	24.0796	12.3828	17.2928	10.969	23.7182	17.5968	21.3596	22.1616	17.8528	19.3989	15.673	13.5144	13.7682	22.5956	17.9924	20.9478	34.4488	39.2377	31.0649	14.7049	21.8563	13.2108	22.7306	23.3186	25.4809
ENSMUSG00000019792	7.5715	7.1565	7.2884	11.3209	13.8961	14.1465	8.5829	7.2839	9.5343	10.3861	8.1822	8.5228	7.4338	8.218	5.7292	19.1107	14.6677	13.6092	13.7585	12.3374	13.7866	11.9505	12.8885	14.429	7.8749	6.8141	6.5005	8.9694	8.087	6.5721	5.7527	7.6754	6.257	10.1845	11.9831	8.7934
ENSMUSG00000021294	0.6385	0.4586	0.4623	0	0	0	0	0	0	0.6585	0.4903	0.8109	1.2897	3.6888	1.1993	0.9056	0.4464	1.4432	2.4521	2.4063	2.1887	0	0	0	0	0	0	2.3387	2.5426	2.2278	1.7347	3.0242	6.0476	0.8972	1.1825	2.1714
ENSMUSG00000041341	23.3464	17.883	18.8151	13.2996	11.5269	12.4801	17.9488	18.8709	20.8254	22.5106	21.6004	21.6259	5.294	4.3681	6.5537	23.5881	26.0644	24.3321	33.3389	30.7827	28.547	31.5711	32.2151	27.9203	26.2619	28.787	28.0016	30.8873	33.9808	31.9404	11.0613	10.9514	12.8127	35.7625	38.7985	36.6379
ENSMUSG00000067851	30.8652	32.7968	35.5658	20.2504	19.9263	30.4907	17.3559	17.1623	21.5117	24.7816	24.5597	22.2496	12.1804	10.5374	15.2564	23.4135	23.7458	21.5411	59.3855	54.0662	57.3042	77.8436	77.0723	77.9173	55.6187	50.5226	54.6073	33.4189	34.6089	33.1091	29.4718	31.3884	29.9011	28.2183	27.5271	32.1878
ENSMUSG00000022335	1.8321	1.5937	1.6144	0	1.6474	0	2.7409	2.414	2.6682	3.668	3.8029	3.9032	2.7164	3.4254	3.484	6.3729	5.5905	7.0389	7.7896	8.0901	7.6189	1.4685	4.0212	0.41	8.2277	8.9092	14.7481	11.0106	9.8834	9.7326	5.5431	6.0557	7.7694	16.6186	12.2921	14.5341
ENSMUSG00000027601	3.2051	2.0255	1.9693	72.7454	52.5348	58.1624	66.0714	101.6675	131.118	9.748	10.5111	9.9115	49.8602	55.5916	68.3354	45.4934	45.6025	37.3131	7.1797	4.8664	4.4505	92.1673	68.5101	55.9419	246.2663	333.7004	312.0985	51.5345	47.905	41.2493	54.6961	63.8557	91.499	113.5573	133.101	107.2907
ENSMUSG00000000078	36.2081	41.5058	37.1692	15.4513	16.4594	9.782	29.6701	17.0866	17.9073	27.8922	23.033	25.7062	23.2298	18.3554	21.9789	12.9681	13.0032	12.6141	33.0471	37.5229	31.8271	14.1812	10.0818	8.3878	13.7612	7.1993	6.9835	22.6214	21.1279	21.5045	18.3982	18.573	18.0605	7.0547	5.9169	4.601
ENSMUSG00000021759	38.1184	31.2016	33.6789	35.0517	65.7581	52.1377	58.1168	84.88	88.3193	31.2746	34.2156	37.1991	169.7041	158.8307	155.5073	124.6398	135.534	146.3976	26.8596	19.9029	25.1232	25.3026	35.3835	29.2184	147.8992	222.1099	202.0438	13.6017	21.2061	20.787	105.1979	70.595	73.4827	141.2045	163.996	145.0661
ENSMUSG00000032340	34.0915	33.6449	44.1335	9.0078	9.2365	9.0998	32.9438	30.1394	32.4783	69.4734	58.4879	48.7225	26.1982	23.3417	22.1571	32.7882	27.7712	32.1313	40.0578	35.5826	44.0448	13.8404	13.9249	12.9297	22.3493	21.8419	17.5103	59.7726	65.6895	56.3009	27.4519	24.8856	23.9692	20.478	17.4335	22.0171
ENSMUSG00000030341	3.9884	3.3613	3.0921	34.4105	37.6002	28.521	28.6346	9.9785	7.7728	2.346	2.8324	2.6874	35.157	29.8401	36.637	17.4964	19.0311	21.5724	2.6918	2.9491	2.5815	75.7991	59.4217	64.4128	10.9833	3.5971	3.7778	3.503	4.3558	4.0041	66.5493	55.4221	53.5443	11.2918	8.9929	12.1759
ENSMUSG00000032333	37.2547	40.8571	36.0985	3.2948	4.1452	1.5272	8.861	6.6507	4.4935	132.7021	101.2115	120.6621	9.3079	7.146	5.5915	7.1547	4.8168	7.4544	40.0793	57.5238	47.9486	3.1354	4.7697	3.1884	9.1897	9.6351	7.5767	99.495	111.6283	121.4522	11.8975	13.1697	8.7873	20.3467	22.365	23.1084
ENSMUSG00000039345	14.2948	10.2867	10.5246	10.1686	9.5643	8.1295	10.9645	13.2939	15.7729	3.767	3.8454	3.472	2.0865	2.9603	2.5333	6.3459	6.4928	4.3939	20.1505	19.544	24.5027	17.2795	22.4819	15.1056	46.7255	74.6367	73.9352	13.253	13.9279	11.6578	9.9	11.4549	9.9803	87.9166	97.9913	91.6382
ENSMUSG00000043909	26.9713	20.9337	24.7845	2.4351	2.3974	2.8244	15.7889	18.8335	21.2435	41.6431	49.4068	41.1571	2.7334	1.7144	1.0703	16.5301	15.8838	17.3911	52.7023	39.7305	43.7619	6.457	5.9352	6.4612	27.7731	33.5932	39.4762	55.2612	55.74	49.7665	3.2894	3.1324	1.8414	11.5098	11.4158	12.3619
ENSMUSG00000001305	13.2761	13.1325	13.523	45.3323	36.2576	31.7325	42.0233	47.3358	40.3072	25.6773	37.1535	34.5501	54.5486	61.7173	59.3365	65.8728	108.8145	72.1726	16.3647	19.2494	20.2553	27.6367	27.8348	29.3518	37.0046	36.5072	39.3388	34.579	20.0904	20.5363	25.2344	36.1311	40.2922	22.9212	18.5755	17.5179
ENSMUSG00000034931	15.3573	20.6378	19.4191	16.9159	15.1539	16.2185	30.669	37.1893	39.8333	30.8618	33.3562	31.9342	23.8058	23.9979	25.804	30.2992	35.1769	40.0637	20.5889	24.3726	21.5181	20.7943	23.2051	19.8647	36.3819	46.1374	47.6316	27.0705	26.3248	29.6565	21.8121	22.4986	21.5291	42.2024	41.3276	44.6545
ENSMUSG00000026618	24.9992	23.6066	24.6705	74.2349	53.7409	68.1435	37.9547	27.9655	32.4697	32.1411	33.2214	36.0056	48.8818	47.2253	61.2825	24.2542	23.0417	21.7551	30.7668	30.0749	28.527	80.1186	71.3525	67.2441	31.399	27.2575	22.9852	30.3854	32.1	39.013	61.002	64.3795	63.0072	23.4216	22.2667	21.268
ENSMUSG00000035864	1108.7312	2035.9193	1957.9568	36.8515	60.5429	44.9925	0.8476	1.7012	0.7329	1540.832	1288.7811	1295.4608	0	0	0	43.9623	53.9439	62.0122	373.7312	484.7984	498.6795	14.1165	25.5757	13.333	0.9835	1.1394	1.139	853.8324	562.0223	571.9145	0	0	0	17.2874	17.7842	19.4378
